title,abstract,link,,authors,date,,,,,,
MeshGPT: Generating Triangle Meshes with Decoder-Only Transformers,"We introduce MeshGPT, a new approach for generating triangle meshes that reflects the compactness typical of artist-created meshes, in contrast to dense triangle meshes extracted by iso-surfacing methods from neural fields. Inspired by recent advances in powerful large language models, we adopt a sequence-based approach to autoregressively generate triangle meshes as sequences of triangles. We first learn a vocabulary of latent quantized embeddings, using graph convolutions, which inform these embeddings of the local mesh geometry and topology. These embeddings are sequenced and decoded into triangles by a decoder, ensuring that they can effectively reconstruct the mesh. A transformer is then trained on this learned vocabulary to predict the index of the next embedding given previous embeddings. Once trained, our model can be autoregressively sampled to generate new triangle meshes, directly generating compact meshes with sharp edges, more closely imitating the efficient triangulation patterns of human-crafted meshes. MeshGPT demonstrates a notable improvement over state of the art mesh generation methods, with a 9% increase in shape coverage and a 30-point enhancement in FID scores across various categories.",http://arxiv.org/abs/2311.15475v1,,Yawar Siddiqui (Technical University Munich) | Antonio Alliegro (Politecnico Di Torino) | Alexey Artemov (Technische Universit??t M??nchen) | Tatiana Tommasi (Politecnico Di Torino) | Daniele Sirigatti (Audi AG) | Vladislav Rosov (AUDI AG) | Angela Dai (None) | Matthias Nie??ner (Technical University Of Munich),2023-11-27 01:20:11+00:00,,,,,,
Ungeneralizable Examples,,,,Jingwen Ye (National University Of Singapore) | Xinchao Wang (National University Of Singapore),,,,,,,
Neural Lineage,,,,Runpeng Yu (None) | Xinchao Wang (National University Of Singapore),,,,,,,
Distilled Datamodel with Reverse Gradient Matching,,,,"Jingwen Ye (National University Of Singapore) | Ruonan Yu (National University Of Singaore, National University Of Singapore) | Songhua Liu (None) | Xinchao Wang (National University Of Singapore)",,,,,,,
Relation Rectification in Diffusion Model,,,,Yinwei Wu (National University Of Singapore) | Xingyi Yang (National University Of Singapore) | Xinchao Wang (National University Of Singapore),,,,,,,
Unsegment Anything by Simulating Deformation,,,,Jiahao Lu (National University Of Singapore) | Xingyi Yang (National University Of Singapore) | Xinchao Wang (National University Of Singapore),,,,,,,
DeepCache: Accelerating Diffusion Models for Free,"Diffusion models have recently gained unprecedented attention in the field of image synthesis due to their remarkable generative capabilities. Notwithstanding their prowess, these models often incur substantial computational costs, primarily attributed to the sequential denoising process and cumbersome model size. Traditional methods for compressing diffusion models typically involve extensive retraining, presenting cost and feasibility challenges. In this paper, we introduce DeepCache, a novel training-free paradigm that accelerates diffusion models from the perspective of model architecture. DeepCache capitalizes on the inherent temporal redundancy observed in the sequential denoising steps of diffusion models, which caches and retrieves features across adjacent denoising stages, thereby curtailing redundant computations. Utilizing the property of the U-Net, we reuse the high-level features while updating the low-level features in a very cheap way. This innovative strategy, in turn, enables a speedup factor of 2.3$\times$ for Stable Diffusion v1.5 with only a 0.05 decline in CLIP Score, and 4.1$\times$ for LDM-4-G with a slight decrease of 0.22 in FID on ImageNet. Our experiments also demonstrate DeepCache's superiority over existing pruning and distillation methods that necessitate retraining and its compatibility with current sampling techniques. Furthermore, we find that under the same throughput, DeepCache effectively achieves comparable or even marginally improved results with DDIM or PLMS. The code is available at https://github.com/horseee/DeepCache",http://arxiv.org/abs/2312.00858v2,,Xinyin Ma (National University Of Singapore) | Gongfan Fang (None) | Xinchao Wang (National University Of Singapore),2023-12-01 17:01:06+00:00,,,,,,
MindBridge: A Cross-Subject Brain Decoding Framework,,,,Shizun Wang (National University Of Singapore) | Songhua Liu (None) | Zhenxiong Tan (National University Of Singapore) | Xinchao Wang (National University Of Singapore),,,,,,,
InceptionNeXt: When Inception Meets ConvNeXt,"Inspired by the long-range modeling ability of ViTs, large-kernel convolutions are widely studied and adopted recently to enlarge the receptive field and improve model performance, like the remarkable work ConvNeXt which employs 7x7 depthwise convolution. Although such depthwise operator only consumes a few FLOPs, it largely harms the model efficiency on powerful computing devices due to the high memory access costs. For example, ConvNeXt-T has similar FLOPs with ResNet-50 but only achieves 60% throughputs when trained on A100 GPUs with full precision. Although reducing the kernel size of ConvNeXt can improve speed, it results in significant performance degradation. It is still unclear how to speed up large-kernel-based CNN models while preserving their performance. To tackle this issue, inspired by Inceptions, we propose to decompose large-kernel depthwise convolution into four parallel branches along channel dimension, i.e. small square kernel, two orthogonal band kernels, and an identity mapping. With this new Inception depthwise convolution, we build a series of networks, namely IncepitonNeXt, which not only enjoy high throughputs but also maintain competitive performance. For instance, InceptionNeXt-T achieves 1.6x higher training throughputs than ConvNeX-T, as well as attains 0.2% top-1 accuracy improvement on ImageNet-1K. We anticipate InceptionNeXt can serve as an economical baseline for future architecture design to reduce carbon footprint. Code is available at https://github.com/sail-sg/inceptionnext.",http://arxiv.org/abs/2303.16900v1,,"Weihao Yu (None) | Pan Zhou (Sea Group) | Shuicheng Yan (National University Of Singapore, Department Of Electrical And Computer Engineering) | Xinchao Wang (National University Of Singapore)",2023-03-29 17:59:58+00:00,,,,,,
EventDance: Unsupervised Cross-modal Source-free Adaptation for Event-based Object Recognition,,,,Xu Zheng (HKUST) | Lin Wang (Hong Kong University Of Science And Technology),,,,,,,
How the Hell does NeRF Matter for Real-Time RGB-D SLAM: A Novel Benchmark for Scene Representation and Geometric Rendering,,,,Tongyan Hua (HKUST(GZ)) | Lin Wang (Hong Kong University Of Science And Technology),,,,,,,
Elite360D: Towards Efficient 360 Depth Estimation via Semantic- and Distance-Aware Bi-Projection Fusion,,,,Hao Ai (The Hong Kong University Of Science And Technology (Guangzhou Campus)) | Lin Wang (Hong Kong University Of Science And Technology),,,,,,,
"Semantics, Distortion, and Style Matter: Towards Source-free UDA for Panoramic Segmentation",,,,Xu Zheng (HKUST) | Pengyuan Zhou (Aarhus University) | ATHANASIOS (ICT) | Lin Wang (Hong Kong University Of Science And Technology),,,,,,,
UniBind: LLM-Augmented Unified and Balanced Representation Space to Bind Them All,,,,Yuanhuiyi Lyu (Hong Kong University Of Science And Technology) | Xu Zheng (HKUST) | Jiazhou Zhou (Hong Kong University Of Science And Technology) | Lin Wang (Hong Kong University Of Science And Technology),,,,,,,
ExACT: Language-guided Conceptual Reasoning and Uncertainty Estimation for Event-based Action Recognition and More,,,,Jiazhou Zhou (Hong Kong University Of Science And Technology) | Xu Zheng (HKUST) | Yuanhuiyi Lyu (Hong Kong University Of Science And Technology) | Lin Wang (Hong Kong University Of Science And Technology),,,,,,,
